,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
,HOP -AIRLINAIR,24 RUE DE VILLENEUVE,RUNGIS,France,5110,n.a.,n.a.,n.a.,112,n.a.,121,87,110,106,108,n.a.,n.a.,n.a.,468,n.a.,480,476,477,477,n.a.
142,HOP -BRIT AIR,AEROPORT,MORLAIX,France,5110,n.a.,n.a.,n.a.,206,273,420,329,425,442,535,n.a.,n.a.,n.a.,987,"1,030",n.a.,"1,066","1,089","1,122","1,151"
121,HOP -REGIONAL,L AEROPORT,BOUGUENAIS,France,5110,n.a.,n.a.,n.a.,276,354,515,441,571,541,624,n.a.,n.a.,n.a.,"1,679","1,567",n.a.,"1,650","1,665","1,714",n.a.
,HUNTSMAN P&A FRANCE SAS,1 RUE DES GARENNES,CALAIS,France,2012,n.a.,n.a.,181,220,223,295,286,n.a.,n.a.,164,n.a.,n.a.,218,288,n.a.,279,270,n.a.,n.a.,n.a.
80,HUTCHINSON SNC,2 RUE BALZAC,PARIS,France,2219,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,510,437,531,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,949","3,100",n.a.
365,HYET SWEET,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
98,IDEX ENERGIES,72 AVENUE JEAN BAPTISTE CLEMENT,BOULOGNE BILLANCOURT,France,3311,n.a.,459,464,476,648,n.a.,37,416,393,369,n.a.,"2,465","2,463","2,412","2,502","2,552","2,603","2,566","2,555","2,441"
127,IMERYS TC,10 RUE DU CHATEAU D EAU,CHAMPAGNE-AU-MONT-D'OR,France,2332,n.a.,286,308,321,356,416,446,413,427,513,n.a.,901,"1,051",905,"1,201",n.a.,n.a.,n.a.,n.a.,"1,666"
366,IMPRIMERIE HELIO CORBEIL,4 BOULEVARD CRETE,CORBEIL ESSONNES,France,1812,n.a.,14,15,14,15,13,n.a.,n.a.,n.a.,n.a.,n.a.,92,92,92,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
120,INDUSTEEL FRANCE,LA PLAINE ST DENIS IMMEUBLE LE CEZANNE,ST DENIS,France,2410,n.a.,318,464,497,432,475,511,465,5,7,n.a.,"1,138","1,201","1,186","1,179",n.a.,n.a.,"1,167",1,7
435,INDUSTELEC SUD EST,IMMEUBLE LE LASER,LYON,France,7112,n.a.,5,4,4,5,7,9,8,10,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,INDUSTRIAL & ENVIRONMENTAL PLATEFORM SAS,RUE DE LA GARE,VILLERS ST SEPULCRE,France,2016,n.a.,n.a.,n.a.,0,n.a.,0,5,0,0,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,n.a.
,INDUSTRIE CARTARIE TRONCHETTI FRANCE,100 RUE DES CAMELIAS,PANNES,France,1722,n.a.,115,102,94,85,68,20,0,0,0,n.a.,n.a.,n.a.,163,150,n.a.,n.a.,3,n.a.,n.a.
,INEOS CHEMICALS LAVERA SAS,RUE DE LA BIENFAISANCE,MARTIGUES,France,2016,n.a.,114,133,106,189,226,223,0,0,0,n.a.,182,177,402,440,433,426,n.a.,n.a.,n.a.
,INEOS DERIVATIVES LAVERA SAS,RUE DE LA BIENFAISANCE,MARTIGUES,France,2014,n.a.,96,84,81,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,183,184,185,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
338,INEOS ENTERPRISES FRANCE SAS,ZONE INDUSTRIELLE,VERDUN,France,2014,n.a.,20,22,25,72,26,24,24,56,139,n.a.,139,143,150,157,161,181,186,n.a.,144
262,INEOS POLYMERS SARRALBE SAS,RUE ERNEST SOLVAY,SARRALBE,France,2016,n.a.,59,53,51,53,58,63,n.a.,1,1,n.a.,217,n.a.,n.a.,218,226,n.a.,n.a.,n.a.,n.a.
116,INGREDIA,51 AVENUE FERNAND LOBBEDEZ,ARRAS,France,1051,n.a.,330,359,415,424,318,328,302,264,354,n.a.,419,14,418,412,364,353,339,326,312
,INOVYN FRANCE,2 AVENUE DE LA REPUBLIQUE,TAVAUX,France,2013,n.a.,306,311,357,420,417,428,362,308,352,n.a.,643,662,"1,330","1,450",n.a.,n.a.,n.a.,n.a.,n.a.
464,INTER COMBUSTIBLES,36 ROUTE DU BASSIN 6,GENNEVILLIERS,France,4671,n.a.,n.a.,2,n.a.,2,2,3,n.a.,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,INTERNATIONAL COOKWARE,85 ALLEE DES MAISONS ROUGES,CHATEAUROUX,France,2313,n.a.,101,99,103,113,86,103,n.a.,81,92,n.a.,445,n.a.,448,n.a.,n.a.,453,n.a.,435,441
90,INTERNATIONAL PAPER KWIDZYN SP. Z O.O.,LOTNICZA 1,KWIDZYN,Poland,1712,n.a.,559,556,553,605,619,570,574,552,480,n.a.,"1,114","1,317",n.a.,n.a.,n.a.,"1,320","1,320","1,300","1,364"
,INTERSNACK FRANCE,ROUTE DE COMPIEGNE,MONTIGNY LENGRAIN,France,1031,n.a.,193,204,197,199,185,192,179,189,283,n.a.,408,383,467,n.a.,398,n.a.,406,502,546
,INTERXION FRANCE,129 BOULEVARD MALESHERBES,PARIS,France,6311,n.a.,69,63,54,50,48,48,39,32,26,n.a.,81,80,78,72,n.a.,n.a.,44,n.a.,n.a.
,IP AVIATION LTD,22 KNIGHTS WAY,DUNMOW,United Kingdom,7490,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
370,ISERGIE,17 RUE DE LA FRISE,GRENOBLE,France,3511,n.a.,n.a.,n.a.,n.a.,11,19,16,15,18,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ISRAIR AIRLINES & TOURISM LTD.,3 HAMELACHA,TEL AVIV-JAFFA,Israel,5110,n.a.,335,n.a.,n.a.,180,n.a.,189,n.a.,n.a.,n.a.,686,n.a.,n.a.,500,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
259,ITON SEINE,QUAI DE SEINE,BONNIERES SUR SEINE,France,2410,n.a.,61,68,74,71,77,74,68,71,81,n.a.,229,236,233,239,n.a.,6,235,246,233
,JAPAT AG,C/O NOVARTIS INTERNATIONAL AG,BASEL,Switzerland,6499,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,15,15,15,15,15,28,28,28,n.a.
,JCDECAUX SA,"17, RUE SOYER",NEUILLY-SUR-SEINE,France,7312,n.a.,"2,979","2,815","2,494","2,352","2,629","2,471","2,352","1,923","2,169",n.a.,"11,741","11,550","10,598","11,402","10,484","10,304","9,943","9,937","9,370"
146,JEREISSATI PARTICIPACOES S.A.,ANDAR 9,SAO PAULO,Brazil,6619,n.a.,216,194,248,148,"2,094","2,722","3,327","2,760","1,122",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,JET CONNECTIONS LIMITED,BUILDING 34,KIDLINGTON,United Kingdom,5110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,JET4YOU,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
487,JOULIAN,21 RUE SAINTE ANNE,NIMES,France,1071,n.a.,n.a.,0,n.a.,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,KALAIR LIMITED,42 HIGH STREET,BEDFORD,United Kingdom,8299,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
61,KEM ONE,IMMEUBLE,LYON,France,2016,n.a.,855,874,927,887,474,0,n.a.,n.a.,n.a.,n.a.,n.a.,"1,254",n.a.,n.a.,"1,352",n.a.,n.a.,n.a.,n.a.
530,KERAGLASS SNC,,,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
57,KERMENE,SAINT JACUT DU MENE,LE MENE,France,1011,n.a.,929,928,924,923,860,737,673,635,595,n.a.,"3,437","3,474","3,390","3,323","2,399","2,385","3,094","2,945","2,740"
,KERNEOS,11 COURS VALMY,PUTEAUX,France,2351,n.a.,242,242,176,62,234,232,215,186,227,n.a.,392,390,383,385,377,377,369,363,355
,KERVALIS,LIEU DIT LA HAIE ROBERT,VITRE,France,1013,n.a.,n.a.,54,53,52,40,n.a.,29,25,24,n.a.,n.a.,61,62,51,41,41,42,41,43
,KERVALIS ARMOR,9 PARC D ATE DES LANDES D IFFLET,TREMOREL,France,1041,n.a.,n.a.,19,16,16,n.a.,n.a.,n.a.,11,12,n.a.,n.a.,34,34,32,n.a.,n.a.,n.a.,33,38
225,KNAUF INSULATION LANNEMEZAN,501 VOIE NAPOLEON III,LANNEMEZAN,France,2314,n.a.,n.a.,84,82,82,84,78,39,0,0,n.a.,n.a.,206,211,204,n.a.,149,131,52,30
,KNAUF PLATRES & CIE,RUE DU SAUVOY,ST SOUPPLETS,France,2362,n.a.,105,n.a.,110,109,114,111,102,100,123,n.a.,n.a.,n.a.,181,173,172,167,164,171,179
,KNIGHT AVIATION LLC,2030 HIGHWAY 90 E,BROUSSARD,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
195,KRONENBOURG SUPPLY COMPANY,BOULEVARD D EUROPE,OBERNAI,France,1105,n.a.,n.a.,121,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,KRONOSPAN POLSKA SP. Z O.O.,WARYNSKIEGO 1,SZCZECINEK,Poland,1621,n.a.,421,423,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,717,740,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,"L BRANDS SERVICE COMPANY, LLC",,DELAWARE,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,L N U F BAYEUX,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
378,LA ROCHERE,,PASSAVANT LA ROCHERE,France,2313,n.a.,12,12,13,12,19,15,16,15,18,n.a.,131,136,142,n.a.,160,170,173,186,198
,LA TRANSPORTES E LOCACOES LTDA - ME, R DO BOTO 530 QUADRA60 LOTE 05,GOIANIA,Brazil,7022,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,LABORATOIRES A S L,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
83,LAFARGEHOLCIM MAROC SA,QUARTIER DES CRETES,CASABLANCA,Morocco,2351,n.a.,627,485,450,451,456,502,479,481,440,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,972,992
197,LAITERIE NOUVELLE DE L'ARGUENON,BELLEVUE,CREHEN,France,1051,n.a.,120,127,135,120,115,124,71,31,125,n.a.,400,341,311,270,272,253,231,237,241
356,LALLEMAND INC,1620 RUE PREFONTAINE,MONTREAL,Canada,2120,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"3,500",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
522,LAMINES MARCHANDS EUROPEENS SA - LME,,,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
470,LAMPERT D.O.O.,KNEZA LJUDEVITA POSAVSKOG 11,KUTINA,Croatia,4941,n.a.,1,1,1,1,1,1,1,1,1,n.a.,16,18,15,14,15,15,13,12,12
353,LANA PAPIERS SPECIAUX II,139 ROUTE DE LA WANTZENAU,STRASBOURG,France,1712,n.a.,n.a.,16,19,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
529,LANXESS ELASTOMERES SAS,,,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
359,LAS VEGAS JET,177 E RENO AVE,LAS VEGAS,United States of America,5110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.
,LAVAL ENERGIE NOUVELLE,ZUP CTRALE THERMIQUE,LAVAL,France,3530,n.a.,2,2,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
244,LAVERA ENERGIES,184 COURS LA FAYETTE,LYON,France,3530,n.a.,72,77,55,74,88,69,64,61,79,n.a.,43,38,36,35,n.a.,n.a.,n.a.,n.a.,n.a.
426,LAVERGNE,1 RUE PRINCIPALE,ETTENDORF,France,4673,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,LB,ROUTE DEPARTEMENTALE 933,AICIRITS CAMOU SUHAST,France,4621,74,76,77,74,83,79,79,60,57,64,n.a.,38,38,32,n.a.,31,31,31,30,6
,LEGEND AIR LIMITED,15 MOORCROFT AVENUE,CHESTER,United Kingdom,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
297,LEROUX,84 RUE FRANCOIS HERBO,ORCHIES,France,1083,n.a.,34,34,35,41,42,46,43,43,42,n.a.,154,160,170,184,198,217,196,187,n.a.
341,LES CHAUX DE LA TOUR,1 CHEMIN DES CHAUX DE LA TOUR,ENSUES LA REDONNE,France,2352,n.a.,19,20,21,21,20,18,17,16,21,n.a.,22,24,23,23,n.a.,n.a.,26,22,n.a.
,LES CHEMINEES PHILIPPE,198 AVENUE DU PRESIDENT KENNEDY,BETHUNE,France,2752,n.a.,59,62,65,75,80,91,99,113,125,n.a.,n.a.,700,743,795,971,n.a.,n.a.,n.a.,n.a.
,LES DERIVES RESINIQUES ET TERPENIQUES,30 RUE GAMBETTA,DAX,France,2014,n.a.,282,251,243,235,234,n.a.,n.a.,150,145,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
191,LES LABORATOIRES SERVIER INDUSTRIE,905 ROUTE DE SARAN,GIDY,France,2120,n.a.,120,120,121,123,125,130,124,141,152,n.a.,800,818,821,811,804,815,826,844,847
241,LESAFFRE FRERES,2 RUE DU PIEGE,NANGIS,France,1081,66,46,53,76,90,98,60,58,55,53,135,137,135,134,132,n.a.,124,118,n.a.,104
69,LESIEUR,IMMEUBLE A,ASNIERES SUR SEINE,France,1041,n.a.,728,708,725,733,766,795,704,727,845,n.a.,724,604,726,688,n.a.,24,602,n.a.,593
494,LEUCKX,RUE DES PETITES VIGNES 29,LIEGE,Belgium,4322,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
189,LFOUNDRY ROUSSET SAS,112 AVENUE KLEBER,PARIS,France,2611,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,103,104,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,771,n.a.,n.a.,n.a.
252,LHOIST FRANCE OUEST,15 RUE HENRI DAGALIER,GRENOBLE,France,2352,n.a.,67,77,98,104,96,58,20,22,28,n.a.,204,213,211,n.a.,218,n.a.,n.a.,35,38
560,LIFETEX B.V.,NOORDEINDE 3,LANDSMEER,Netherlands,6530,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,n.a.
22,LILLY FRANCE,24 BOULEVARD VITAL BOUHOT,NEUILLY SUR SEINE,France,2120,n.a.,n.a.,"2,765","2,648","3,170","2,479","2,692","2,655","2,439","2,165",n.a.,n.a.,"2,286","2,216","2,216",n.a.,"2,313","2,554",n.a.,"2,697"
,LIMAGRAIN,RUE HENRI MONDOR,ST BEAUZIRE,France,111,n.a.,"1,775","1,727","1,969",n.a.,n.a.,"1,555","1,349",n.a.,n.a.,n.a.,"9,684","9,387","8,624",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,LINDE FRANCE,523 COURS DU 3E MILLENAIRE,ST PRIEST,France,2011,n.a.,272,268,264,275,286,279,270,81,80,n.a.,744,759,739,757,n.a.,n.a.,n.a.,n.a.,n.a.
,LINEX PANNEAUX,ZONE INDUSTRIELLE,ALLOUVILLE BELLEFOSSE,France,1621,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,LINKCITY ILE DE FRANCE,1 AVENUE EUGENE FREYSSINET,GUYANCOURT,France,4110,n.a.,270,299,342,327,271,317,218,275,204,n.a.,127,121,118,n.a.,109,94,84,65,80
256,LIS FRANCE,67 RUE DE LA GARE,CERENCES,France,1089,n.a.,n.a.,60,61,62,59,55,53,49,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,LISIEUX ENERGIE,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3530,n.a.,2,2,2,2,2,2,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
303,LOUIS MARTIN PRODUCTION,QUARTIER LA PEYROUSE,MONTEUX,France,1039,n.a.,32,36,34,31,30,30,33,35,29,n.a.,86,86,n.a.,86,n.a.,83,83,n.a.,86
,LR ENTERPRISES MANAGEMENT,100 PARK AVE,NEW YORK,United States of America,8211,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,LTR INDUSTRIES,29393 QUIMPERLE,QUIMPERLE,France,1200,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,148,130,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,432,433
50,LUBRIZOL FRANCE,25 QUAI DE FRANCE,ROUEN,France,2059,n.a.,"1,135","1,194","1,104","1,019","1,028","1,025",915,710,806,n.a.,720,671,619,n.a.,n.a.,n.a.,559,549,n.a.
248,LUCART SAS,10 RUE MAURICE MOUGEOT,LAVAL SUR VOLOGNE,France,1722,n.a.,70,71,72,71,64,60,58,65,n.a.,n.a.,268,260,260,n.a.,n.a.,238,248,239,n.a.
,LUZEAL,VOIE CHANTERAINE,RECY,France,1091,n.a.,57,61,n.a.,73,77,85,62,80,0,n.a.,165,219,n.a.,n.a.,n.a.,n.a.,278,296,n.a.
363,LVMH SERVICES LIMITED,15 ST. GEORGE STREET,LONDON,United Kingdom,7010,n.a.,16,13,4,12,4,4,2,2,2,n.a.,6,2,1,1,1,2,2,2,2
64,LYONDELL CHIMIE FRANCE,ZONE INDUSTRIELLE PORTUAIRE,FOS SUR MER,France,2014,n.a.,773,"1,047","1,236","1,232","1,285","1,200","1,074",785,"1,067",n.a.,300,304,304,310,n.a.,298,317,323,n.a.
94,LYRECO FRANCE,RUE ALPHONSE TERROIR,MARLY,France,4649,n.a.,526,509,503,505,519,537,525,525,546,n.a.,"1,964","1,924","1,919","1,971","2,006","2,009","2,030","2,127","2,099"
,M-EDIA AVIATION LIMITED,14 ATHOL STREET,DOUGLAS,Isle Of Man (United Kingdom),,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,M.E.LEASING CO LTD,187/6 M.5 NONG HAN,CHIANGMAI,Thailand,4932,n.a.,0,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MACBENS PATRIMONIAL LTDA, PC ALPHA CENTAURO 54 CONJ. 03,SANTANA DE PARNAIBA,Brazil,6810,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
132,MADRANGE,65 B RUE LA FAYETTE,PARIS,France,1013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,219,214,289,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,804,690,949
460,MADRILLET ENERGIE,1 ROND POINT DES BRUYERES,SOTTEVILLE LES ROUEN,France,3530,n.a.,2,2,2,3,n.a.,0,2,2,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
149,MAGNESITA REFRACTORIES GMBH,ITTERPARK 1,HILDEN,Germany,2320,n.a.,212,199,225,222,207,232,202,148,238,n.a.,421,419,391,378,357,340,340,450,550
,MAISADOUR SOC COOP AGRICOLE,ROUTE DE SAINT SEVER,HAUT MAUCO,France,4621,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,229","1,018",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MAISICA DE BAYONNE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MALIBU CONSULTING LLC,7604 TOWNSEND BLVD,MCKINNEY,United States of America,7022,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MALTERIES SOUFFLET,QUAI SARRAIL,NOGENT SUR SEINE,France,1106,314,340,343,359,368,338,307,265,273,234,176,171,174,168,164,155,142,137,133,129
,MALTEUROP FRANCE,2 RUE CLEMENT ADER,REIMS,France,1106,n.a.,162,161,176,179,184,156,150,206,177,n.a.,159,160,163,n.a.,151,148,145,147,149
,MANCELLE D HABITATION,11 RUE DU DONJON,LE MANS,France,6820,n.a.,n.a.,n.a.,n.a.,34,22,n.a.,n.a.,n.a.,20,n.a.,n.a.,n.a.,n.a.,n.a.,65,n.a.,n.a.,n.a.,64
399,MANTAISE EXPLOITATION CHAUFFAGE,TOUR EUROPE,COURBEVOIE,France,3530,n.a.,9,9,7,20,20,13,14,12,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MANUFACTORY EVER GRES SAS,,,France,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MANUFACTURE DE PRODUITS D'HYGIENE,27 RUE MAURICE FLANDIN,LYON,France,1722,n.a.,81,71,72,81,54,46,43,37,24,n.a.,96,89,80,72,62,n.a.,n.a.,n.a.,n.a.
13,MANUFACTURE FRANCAISE DES PNEUMATIQUES MICHELIN,23 PLACE DES CARMES DECHAUX,CLERMONT FERRAND,France,2211,n.a.,"5,073","5,203","5,261","5,596","5,932","5,738","4,770","4,135","5,041",n.a.,"19,322","19,611","19,611","20,081","20,614","20,543","19,034","20,152","21,437"
,MARCILLAT CORCIEUX,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,Credit needed,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
519,MARITIME INVESTMENT AND SHIPPING COMPANY LIMITED,"CONYERS, DILL & PEARMAN",HAMILTON,Bermuda,5110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
65,MARS PF FRANCE,BOULEVARD DES CHENATS,ST-DENIS-DE-L'HOTEL,France,1092,n.a.,772,753,741,729,702,696,713,703,833,n.a.,842,858,875,857,858,n.a.,860,856,n.a.
,MARTINEZ,ALLEE DU POUSSET,HYERES,France,4322,n.a.,3,2,2,3,2,1,1,2,1,n.a.,15,13,12,10,9,10,9,7,7
439,MARVELL GLASS SAS,2 RUE LOUIS JACQUES THENARD,CHALON SUR SAONE,France,2740,n.a.,n.a.,4,4,5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,25,24,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MASCAIR LLC,600 TOWNE CENTRE BLVD,PINEVILLE,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
